,location,longitude,latitude,cars_mean,peds_mean,bikes_mean
124,Avenue Rd / Hillhurst Blvd,-79.4116969160599,43.7121084782353,39.54166666666667,2.578125,0.2265625
125,Avenue Rd / Lawrence Ave W,-79.4156095141296,43.7222555964706,67.78211805555557,14.098958333333332,0.12760416666666669
126,Avenue Rd / Lynwood Ave,-79.401126389152,43.6857160700657,42.56845238095237,5.290178571428571,0.27232142857142855
127,Avenue Rd / Lytton Blvd,-79.4118866106441,43.7139758463591,39.37760416666667,3.3984375,0.15625
128,Avenue Rd / Macpherson Ave,-79.3979969613295,43.6781641370938,42.38541666666667,1.4642857142857142,0.5
129,Avenue Rd / Melrose Ave,-79.4186656148998,43.7298865709164,48.05729166666667,12.2265625,0.09375
130,Avenue Rd / Old Orchard Grv,-79.4192899534214,43.7316668184326,44.075892857142854,7.410714285714286,0.17857142857142858
131,Avenue Rd / Prince Arthur Ave,-79.394634723555,43.6699321767866,25.34375,11.459821428571429,3.2410714285714284
132,Avenue Rd / Queen's Park / Bloor St W,-79.3941414134356,43.6687202679382,43.361607142857146,78.7245163690476,17.543712797619047
133,Avenue Rd / Ridley Blvd,-79.4208412823387,43.7380932404226,38.85416666666667,2.3671875,0.015625
134,Avenue Rd / Roselawn Ave,-79.4104355410013,43.7085739418492,40.736979166666664,7.69921875,0.3046875
135,Avenue Rd / Roxborough St W,-79.3973805905,43.6766812754013,36.91583994708994,5.985119047619047,1.5272817460317463
136,Avenue Rd / St Clair Ave W / Glenn Gould Park Trl,-79.4014954899744,43.6866406966408,61.26190476190476,15.487723214285715,1.5111607142857142
137,Avenue Rd / St Clements Ave,-79.4111321802948,43.7103297417285,38.76171875,7.2890625,0.14453125
138,Avenue Rd / St Germain Ave,-79.4182805903873,43.7289006069475,38.78125,6.359375,0.015625
139,Avenue Rd / Willowbank Blvd,-79.4097170816539,43.7060889088951,33.921875,7.5546875,0.3125
140,Avenue Rd / Wilson Ave,-79.4216471184144,43.7398717258062,69.84765625,7.2734375,0.19401041666666666
141,Avenue Rd / Woburn Ave,-79.4168939967457,43.7254205201246,43.40625,8.703125,0.171875
142,Avenue Rd / Yorkville Ave,-79.3948209568762,43.6703857812555,30.375,29.15625,2.203125
143,Avenue Rd: Otter Cres - Caribou Rd,-79.4146725603035,43.7185269251021,37.69270833333333,1.171875,0.09375
144,Avoca Ave / Rosehill Ave / David A Balfour Park Trl,-79.3883522988134,43.6873347222403,5.377604166666666,2.953125,0.390625
145,Avon Ave / Avon Cres,-79.4773420742082,43.6805648463444,2.7440476190476195,1.2455357142857142,0.16964285714285715
146,Avon Ave / Porter Ave / York Stadium Trl,-79.4795546984497,43.6820737844435,3.0744047619047623,1.1294642857142858,0.17410714285714285
147,Avondale Ave / Oakburn Cres / Burnwell St,-79.403549035928,43.7596480860788,2.8489583333333335,6.5078125,0.1171875
148,Baby Point Rd / Thornhill Ave,-79.4894133370062,43.6581956560804,3.730654761904762,4.520089285714286,1.0267857142857142
149,Bala Ave / Ernest Dockray Ave,-79.4991881399009,43.6897643627851,0.9010416666666667,1.2421875,0.0625
150,Baldoon Rd / Crow Trl,-79.2315743796827,43.8133594265189,4.2961309523809526,0.9508928571428571,0.07589285714285714
151,Baldoon Rd / Finch Ave E,-79.2323521302102,43.8152508870428,22.114583333333332,1.28125,0.10714285714285714
152,Bales Ave / Anndale Dr,-79.4093813858263,43.7603316385192,9.869791666666668,21.359375,0.140625
153,Banbury Rd / Heathcote Ave,-79.37108773159,43.7550314528532,4.877604166666666,7.125,0.1953125
154,Barrie Ave / Atlas Ave,-79.431019427591,43.6813996751755,1.7738095238095237,2.763392857142857,0.4732142857142857
155,Barrie Ave / Winona Dr,-79.4326940901286,43.6807730929789,2.791666666666667,2.265625,0.9765625
156,Barrington Ave / Doncaster Ave,-79.3021151349233,43.6919982187138,4.4765625,5.7421875,0.71875
157,Bartlett Ave / Hallam St,-79.4353612207338,43.6663820366891,5.283854166666667,6.859375,4.0625
158,Bartlett Ave / Ln N Bloor E Bartlett / Ln 1 N Bloor W Bartlett,-79.4330612486733,43.6608133031406,1.75,4.65625,0.328125
159,Bartlett Ave / Shanly St,-79.434172826458,43.6635050889839,3.7421875,5.640625,0.7109375
160,Barton Ave / Palmerston Ave,-79.4147833025175,43.6675974828276,3.3010912698412698,8.091517857142858,3.6026785714285716
161,Barton Ave / Shaw St,-79.4244600900801,43.6653796699698,1.6848958333333335,3.1796875,12.328125
162,Bathurst St / Adelaide St W,-79.4032337335071,43.6451920095979,27.322647392290246,19.707844387755102,10.555102040816324
163,Bathurst St / Alexis Blvd,-79.4382403996998,43.7544936920606,35.8046875,2.734375,0.484375
164,Bathurst St / Avenal Dr,-79.4235770157796,43.6961081161377,34.97916666666667,0.96875,0.32589285714285715
165,Bathurst St / Bainbridge Ave / Raoul Wallenberg / Earl Bales Park Trl,-79.4373368698633,43.7507634812892,33.06547619047619,2.7589285714285716,0.125
166,Bathurst St / Barton Ave,-79.4123836051789,43.6681135964426,25.874255952380956,14.638392857142858,5.482142857142857
167,Bathurst St / Bloor St W,-79.4111954412483,43.6651204017518,35.73779761904762,92.73571428571428,21.230357142857144
168,Bathurst St / Brenthall Ave,-79.4431849807743,43.7745478989681,51.08072916666667,0.03125,0.078125
169,Bathurst St / Bridgman Ave,-79.4148201834868,43.6743293967166,27.898809523809526,2.075892857142857,1.6607142857142858
170,Bathurst St / Bruyeres Mews,-79.4000308918897,43.637371514378,17.790178571428573,32.00892857142857,2.4464285714285716
171,Bathurst St / Burton Rd / Strathearn Rd,-79.4218735360433,43.6919353968125,42.164186507936506,3.0863095238095233,0.652529761904762
172,Bathurst St / Caribou Rd / Dell Park Ave,-79.4293945571047,43.7176424313339,43.880208333333336,12.515625,0.09375
173,Bathurst St / Castlefield Ave / Forest Ridge Dr,-79.4266373792695,43.7062137707743,40.99739583333333,1.734375,0.1796875
174,Bathurst St / Cedarcroft Blvd / Patricia Ave,-79.4455501054971,43.7839327657752,51.5234375,10.53125,0.3828125
175,Bathurst St / Cocksfield Ave,-79.4387911446041,43.7567907601564,42.1875,5.67578125,0.19140625
176,Bathurst St / Codsell Ave,-79.4392576727742,43.7586542646568,46.286458333333336,2.46484375,0.1484375
177,Bathurst St / Coldstream Ave,-79.4287902330658,43.715063754482,41.13802083333333,3.40625,0.0703125
178,Bathurst St / Danby Ave,-79.4369481213408,43.7491209438852,35.729166666666664,2.03125,0.09375
179,Bathurst St / Davenport Rd,-79.4157867581137,43.6767302521386,51.386160714285715,8.107142857142858,6.852678571428571
180,Bathurst St / Delhi Ave,-79.4346613845024,43.7400012426195,36.47135416666667,1.65625,0.7265625
181,Bathurst St / Deloraine Ave,-79.4318314200816,43.7282119048641,38.16145833333333,2.2265625,0.2734375
182,Bathurst St / Dewbourne Ave,-79.4247659198564,43.6990228462482,32.642857142857146,2.580357142857143,0.3080357142857143
183,Bathurst St / Drewry Ave / Antibes Dr,-79.4448347151203,43.7810386422781,53.912760416666664,10.65234375,0.25390625
184,Bathurst St / Dundas St W,-79.4060130671235,43.6522953239422,33.06909013605442,55.88647959183674,10.250637755102042
185,Bathurst St / Eglinton Ave W,-79.425561957288,43.7009925239728,59.083333333333336,18.783035714285713,0.867857142857143
186,Bathurst St / Ellerslie Ave / Carscadden Dr,-79.4409336443199,43.7654647101721,45.39322916666667,2.109375,0.2734375
187,Bathurst St / Finch Ave W,-79.4430086064516,43.7738592220085,75.06119791666666,30.41015625,0.44921875
188,Bathurst St / Fisherville Rd,-79.4457782788411,43.7900581805245,44.31101190476191,5.870535714285714,0.23660714285714285
189,Bathurst St / Fort York Blvd,-79.400649567486,43.6388394677038,27.849054783950617,70.31423611111111,8.499421296296298
190,Bathurst St / Front St W,-79.4014219974625,43.6407497966103,29.515997023809522,30.329241071428573,6.061383928571429
191,Bathurst St / Glencairn Ave,-79.4281513415754,43.7123475842604,48.03273809523809,6.410714285714286,0.9821428571428571
192,Bathurst St / Glengrove Ave,-79.4285853593797,43.7142060496781,44.3203125,3.0546875,0.1796875
193,Bathurst St / Greenwin Village Rd,-79.4453811090881,43.7908275888558,42.45572916666667,16.859375,0.1875
194,Bathurst St / Harbord St,-79.4097464356676,43.6615219532537,33.01220238095238,24.307142857142857,12.342857142857142
195,Bathurst St / Heathdale Rd,-79.4207305009804,43.6891409401945,40.7061011904762,1.4352678571428572,0.5379464285714286
196,Bathurst St / Hillhurst Blvd,-79.4272814796241,43.7087707592541,47.91927083333333,1.5703125,0.1484375
197,Bathurst St / Horsham Ave / Blue Flag Gt,-79.4417019654174,43.768570411594,41.76041666666667,1.828125,0.2578125
198,Bathurst St / Housey St,-79.400346126847,43.6381084175951,18.696428571428573,15.267857142857142,2.4732142857142856
199,Bathurst St / Kenton Dr,-79.4440811776778,43.7780678133028,47.18229166666667,0.0,0.03125
200,Bathurst St / King St W,-79.4027055347119,43.6439263107158,27.571428571428573,76.16454081632652,11.941326530612244
201,Bathurst St / Lake Shore Blvd W,-79.3996294171833,43.6364779554631,44.658854166666664,28.09375,1.49609375
202,Bathurst St / Laurelcrest Ave,-79.4357577877941,43.7442553437253,34.767857142857146,4.866071428571429,0.34375
203,Bathurst St / Lawrence Ave W,-79.4298161381888,43.719258983028,67.66517857142857,25.46875,1.5647321428571428
204,Bathurst St / Lennox St,-79.4106815275148,43.6638329269717,24.014880952380956,28.558035714285715,4.763392857142857
205,Bathurst St / Markdale Ave,-79.4227473837455,43.6941041862995,36.78720238095237,1.8660714285714286,0.59375
206,Bathurst St / Nassau St,-79.4068230102828,43.6542910835651,22.529017857142858,42.95982142857143,5.303571428571429
207,Bathurst St / Neptune Dr,-79.4325992461501,43.7315144093952,43.36979166666667,13.375,0.140625
208,Bathurst St / Niagara St,-79.4018650225258,43.6419188262932,25.790426587301585,43.72619047619048,7.483630952380952
209,Bathurst St / Queen St W,-79.4040105032962,43.6471882946161,31.96825396825397,79.28199404761904,11.332589285714286
210,Bathurst St / Queens Quay W / Eireann Quay / Little Norway Park Trl / Martin Goodman Trl,-79.3983416140905,43.63570570503,16.09672619047619,65.45535714285714,37.22767857142857
211,Bathurst St / Ranee Ave,-79.4315302322001,43.7269446924422,36.078125,3.1015625,0.046875
212,Bathurst St / Reiner Rd,-79.4377304846117,43.7523799880798,34.890625,1.6953125,0.0234375
213,Bathurst St / Richmond St W,-79.4037187990812,43.6464613239948,26.14409722222222,31.614583333333332,14.803571428571429
214,Bathurst St / Ridelle Ave / St Clements Ave,-79.4268565631826,43.7071050911738,42.34375,1.7946428571428572,0.42410714285714285
215,Bathurst St / Robinson St,-79.404611095224,43.6488185393893,20.635416666666664,17.294642857142858,6.15625
216,Bathurst St / Rockford Rd / Dewlane Dr,-79.446053894943,43.7859177398967,48.8671875,9.3671875,0.21875
217,Bathurst St / Roselawn Ave / Elm Ridge Dr,-79.4263722415682,43.7051919107498,41.05952380952381,7.549107142857143,1.1160714285714286
218,Bathurst St / Saranac Blvd,-79.4306624057805,43.7230759931259,42.0859375,2.671875,0.0234375
219,Bathurst St / Shallmar Blvd,-79.4261500401487,43.7042736463553,30.7890625,2.875,0.03125
220,Bathurst St / Sheppard Ave W,-79.4384816497598,43.7554584172991,60.8359375,24.728515625,0.498046875
221,Bathurst St / Southbourne Ave / Charleswood Dr,-79.434248891732,43.7384161881691,38.200892857142854,8.370535714285714,0.6607142857142857
222,Bathurst St / St Clair Ave W,-79.418301440907,43.683167503583,52.638392857142854,82.89732142857143,2.8080357142857144
223,Bathurst St / Stafford Rd / Mascot Pl,-79.4421396532385,43.7703753691553,41.828125,3.3046875,0.078125
224,Bathurst St / Steeles Ave W,-79.4457267500224,43.7924619730851,75.32899305555556,23.130208333333336,0.140625
225,Bathurst St / Stewart St,-79.4023967156926,43.6431940739398,18.668154761904763,21.71875,4.533482142857143
226,Bathurst St / Tichester Rd,-79.4192359106043,43.6854103032706,38.558035714285715,8.616071428571429,1.3973214285714286
227,Bathurst St / Ulster St,-79.4090541694424,43.6598145696506,22.65625,15.276785714285714,3.4732142857142856
228,Bathurst St / Vaughan Rd / Helena Ave,-79.4174672586756,43.681031055328,38.27380952380952,12.861607142857142,2.330357142857143
229,Bathurst St / Vesta Dr / Ridge Hill Dr,-79.4259111671145,43.7033374670361,32.014880952380956,6.138392857142857,0.33035714285714285
230,Bathurst St / Wellington St W,-79.4021525818889,43.642644493474,24.722470238095237,34.76190476190476,11.94717261904762
231,Bathurst St / Wembley Rd,-79.4256487061194,43.7015954951988,30.284226190476193,1.5491071428571428,0.20535714285714285
232,Bathurst St: West Don River Trl - Ellerslie Ave,-79.440235,43.762585,47.05989583333333,2.09375,0.4375
233,Bay St / Adelaide St W,-79.3808101970891,43.6498927202986,32.117559523809526,126.97544642857143,10.877232142857142
234,Bay St / Bloor St W,-79.3894814610709,43.6697057879646,34.74813988095238,129.20647321428572,16.327008928571427
235,Bay St / Breadalbane St,-79.3867595004802,43.6633645728977,24.200892857142858,39.825892857142854,11.714285714285714
236,Bay St / Cumberland St,-79.3898232431679,43.6705538270808,22.9765625,85.609375,5.8515625
237,Bay St / Dundas St W,-79.3837661930223,43.6557159692698,34.12369791666667,112.96484375,4.17578125
238,Bay St / Edward St,-79.3840034445879,43.65642557976,28.505952380952383,55.19642857142857,6.294642857142857
